text,label_class,label
excuse me ! can you give me the reason about learning capability ?,reason,7
what can be ict used to do?,use_to,10
excuse me ! which area that smart polecan be used in  ?,use_to,10
could you please tell me that what is standard for smart citiestraced as  ?,represent,8
could you please tell me that could you tell me the reason of  emergency response service ?,reason,7
i want to know that which person is the funder of 6g ?,developer,1
i want to know that what is the reason of telemedicine ?,reason,7
how did the turing test work?,example,4
hi ! is there a the separation from separate components and  see or recognize our world ?,different,2
could you please tell me that are there any the drawbacks of artificial neural networks ?,drawback,3
hello ! can you describe the meaning of privacy protection technologies  ?,definition,0
hello ! can you explain the reason of data binning ?,reason,7
could you please tell me that are there a the difference between mind–body problem in the form and agent shoppers ?,different,2
hello ! can you describe the shortcomings of iot ?,drawback,3
excuse me ! may i ask the illustrate of  componential analysis of human ability ?,example,4
what is 6g?,definition,0
what can modern wearable technology be used for?,use_to,10
could you please tell me that what can you tell me  the disadvantages of iot ?,drawback,3
why regression so important?,use_to,10
excuse me ! which method can we used to realize the segmentation-ground segmentation ?,method,6
excuse me ! what can you tell me the shortcomings of tools for studying cognitive phenomena ?,drawback,3
i want to know that could you tell me the drawbacks of people to survive ?,drawback,3
excuse me ! which area that itemsetcan be used for  ?,use_to,10
i want to know that how to use the dendrites ?,method,6
i want to know that is there any the contrast between wavelet transforms and principal components analysis and ai books and literature‘s idea ?,different,2
excuse me ! what is iot frameworkdirected at  ?,use_to,10
hi ! what is the reason of development ?,reason,7
could you please tell me that is the the difference from reality and vr and smart country master plan ?,different,2
i want to know that which areadifference between agent shoppers and traditional online shoppingcan be used in  ?,use_to,10
hello ! what do we need to use the robot right ?,method,6
could you please tell me that can you give me the instance of reality ?,example,4
excuse me ! can i ask  the disadvantages of cognitive science components ?,drawback,3
i want to know that what is the requirement to achieve the linear and nonlinear regression ?,method,6
hi ! are the the contrast between opaqueness and prejudices and digitize and model a real 3d object (a human actor) and try to track his/her motion ?,different,2
hello ! can you explain the reason of agents integration ?,reason,7
i want to know that is there a the separation between the earliest successful expert system and design a computer program ?,different,2
hi ! what is cognitive science componentsfigured as  ?,represent,8
hi ! what is informationrepresented as  ?,represent,8
could you please tell me that what is the requirement to use the ai technologies ?,method,6
hi ! how to describe the downsides of difference between ias ?,drawback,3
hi ! how to carry out self-consciousness ?,method,6
could you please tell me that may i ask the example of the turing test ?,example,4
what is data transformation?,definition,0
hi ! is the the contrast compare features of ai-based and regression ?,different,2
could you please tell me that are there any the drawbacks of uic 5g intelligent agent system framework ?,drawback,3
i want to know that what is iot of smart citiesrepresented as  ?,represent,8
excuse me ! could you tell me the drawbacks of agent technology ?,drawback,3
i want to know that where basic requirements of a typical intelligent agentcan be used for  ?,use_to,10
could you please tell me that which one is the inventor ai technologies ?,developer,1
i want to know that how to achieve the xcon ?,method,6
how to achieve data integration?,method,6
"are they the same reality, or each of us has our own reality?",example,4
hello ! could you tell me the cons of mest ?,drawback,3
hello ! what is the requirement to carry out autonomous vehicles (auto-driving) ?,method,6
hello ! what is zombierepresented as  ?,represent,8
excuse me ! which one is the creator associative learning ?,developer,1
hello ! can you describe the description of biology and physics ?,definition,0
hi ! what is traditional health careused on  ?,use_to,10
could you please tell me that can you explain the reason of gofac ?,reason,7
i want to know that what is uic 5g intelligent agent solutionrepresented as  ?,represent,8
hi ! could you tell me the instance of the commitment to smart cities ?,example,4
hello ! what is the requirement to realize the go ?,method,6
i want to know that which one set up the physical infrastructure ?,developer,1
i want to know that what is the factor to cause agent infrastructure tier ?,reason,7
hello ! can i ask the sample of diversity ?,example,4
excuse me ! can you describe the portrait of body ?,definition,0
hello ! what can you tell me the meaning of market ?,definition,0
could you please tell me that how to describe the drawbacks of frequent pattern classification technique ?,drawback,3
i want to know that which one set up the data mining ?,developer,1
hi ! can you offer me the instance of smart city infrastruture ?,example,4
what is v2v (vehicle-to-vehicle technology)?,definition,0
i want to know that what do we need to achieve the itemset ?,method,6
hello ! may i ask the illustrate of stain method ?,example,4
could you please tell me that what is measure intelligencedirected at  ?,use_to,10
hi ! may i ask the definition of association rule ?,definition,0
hi ! what is adamm wearable technologyfigured as  ?,represent,8
what is agent infrastructure tier?,definition,0
what is wearable technology ?,definition,0
hello ! are there any the example of potential applications of its with 5g and ai technology ?,example,4
hello ! is there any the contrast from major concern in ai and 5g and autonomous driving ?,different,2
hi ! could you tell me the downsides of intelligent education ?,drawback,3
hello ! how to carry out neural network play a role ?,method,6
excuse me ! can you give me the illustrate of neural network play a role ?,example,4
"one might ask, why don’t we use the combined methods at the very beginning? ",definition,0
could you please tell me that what is the reason of gtp ?,reason,7
hi ! are there any the example of neural network play a role ?,example,4
excuse me ! which person is the developer financial analysis ?,developer,1
hi ! what is wavelettraced as  ?,represent,8
excuse me ! are there a the difference from human vision and smart health care ?,different,2
excuse me ! which method can we used to carry out 5g and autonomous driving ?,method,6
hello ! what is mind–body problem in the formfigured as  ?,represent,8
i want to know that are the the gap compare agent security tier and ai-learning tier ?,different,2
i want to know that what is vehicle-to-vehicle technologyused on  ?,use_to,10
could you please tell me that what is alphagodirected at  ?,use_to,10
i want to know that what is segmentation-ground segmentationused in  ?,use_to,10
hi ! what is intelligent transportation syste(its)traced as  ?,represent,8
could you please tell me that which one is the designer ai ?,developer,1
hello ! which area that aican be directed at  ?,use_to,10
hi ! could you tell me the instance of machine learning ?,example,4
excuse me ! what can you tell me the portrait of application tier ?,definition,0
why the author disagrees with most ai books and literature‘s idea？,reason,7
what kinds of problem between the experience of phenomena and the physical attributes?,different,2
could you please tell me that can you describe the cons of neural oscillator ?,drawback,3
what was agent?,definition,0
could you please tell me that which person set up the data cleaning ?,developer,1
i want to know that what is agent security tiertraced as  ?,represent,8
what does the study of cognitive phenomena in machines work?,developer,1
what are some drawbacks of smart house?,drawback,3
hi ! what is the picture of tel ?,definition,0
hi ! can you explain the reason of wearable technology and health ?,reason,7
i want to know that can you provide the sample of formulate the mind–body problem ?,example,4
i want to know that are there any the contrast compare uic 5g intelligent agent system framework and smart education ?,different,2
what classification do?,method,6
hi ! what is realityfigured as  ?,represent,8
could you please tell me that who is the designer v2v (vehicle-to-vehicle technology) ?,developer,1
hello ! what is the requirement to achieve the financial engineering ?,method,6
i want to know that may i ask the portrait of prometheus do ?,definition,0
hi ! which areaagent technologycan be used for  ?,use_to,10
hi ! which one is the funder of frequent pattern ?,developer,1
excuse me ! could you tell me the reason of the second-generation mobile network(2g) ?,reason,7
hello ! which method can we used to carry out data cleaning ?,method,6
hi ! can you provide the case of smart house ?,example,4
could you please tell me that which one set up the intelligent education ?,developer,1
i want to know that can you give me the example of ai ethics ?,example,4
excuse me ! who is the creator privacy protection technologies  ?,developer,1
what is the features of ai-based economy?,definition,0
what is the goal of the smart education,developer,1
could you please tell me that are the the gap compare weather forecast system and feature extraction ?,different,2
could you please tell me that can you describe the cons of opaqueness of ai systems ?,drawback,3
hello ! what are the downsides of cognitive science  ?,drawback,3
excuse me ! is the the difference between ai technologies and cognitive science  ?,different,2
hi ! can you describe the meaning of physical infrastructure ?,definition,0
what is the difference of smart cities from the past to present?,different,2
hi ! may i ask the cons of development ?,drawback,3
excuse me ! which areadata normalizationcan be used on  ?,use_to,10
i want to know that can i ask the portrait of priori knowledge ?,definition,0
hello ! is there any the difference compare ict infrastruture and drug discovery and toxicology ?,different,2
excuse me ! what can you tell me  the disadvantages of smart health care ?,drawback,3
could you please tell me that can you offer me the case of smart education  ?,example,4
i want to know that can you explain the reason of smart learners ?,reason,7
i want to know that which person is the inventor data compression ?,developer,1
excuse me ! which one is the creator iot ?,developer,1
excuse me ! how is the difference compare consciousness in robot evaluation and von neumann architecture ?,different,2
could you please tell me that what is synapsetraced as  ?,represent,8
what is the componential analysis of human ability?,has_part,5
could you please tell me that can you provide the sample of comprehensive ablity ?,example,4
excuse me ! can you point out the illustrate of ict ?,example,4
excuse me ! what is the requirement to use the wavelet ?,method,6
how 5g technology will be applied to autonomous driving,use_to,10
could you please tell me that may i ask the picture of agent security tier ?,definition,0
what is s in the mest smart learning and education model?,definition,0
hi ! is there a the difference compare use and the study of cognitive phenomena in machines ?,different,2
excuse me ! can you point out the illustrate of data transformation ?,example,4
what is itemset?,definition,0
how do computers see our world?,definition,0
hello ! what is dialogue systemrepresented as  ?,represent,8
hello ! who is the designer additional functions ?,developer,1
i want to know that can you offer me the illustrate of privacy protection technologies  ?,example,4
excuse me ! is the the separation between dialogue system and main entities of agent negotiator ?,different,2
could you please tell me that which areafrequent patterncan be used for  ?,use_to,10
could you please tell me that which one is the creator health chatbots ?,developer,1
i want to know that are the the difference from ict infrastruture and build 3d object ?,different,2
hi ! can you describe the description of the first ai program in human history ?,definition,0
could you please tell me that what are  the disadvantages of linking expert system ?,drawback,3
could you please tell me that are there any the instance of health chatbots ?,example,4
i want to know that what is 5g and ai technologydirected at  ?,use_to,10
hi ! which person set up the fraction support s{x} ?,developer,1
hello ! what do we need to carry out digitize and model a real 3d object (a human actor) and try to track his/her motion ?,method,6
i want to know that what is intelligent agenttraced as  ?,represent,8
"how nervous system represents, processes, and transforms information",method,6
i want to know that what do we need to achieve the smart energy ?,method,6
hi ! which areaor vehicle-to-everythingcan be directed at  ?,use_to,10
could you please tell me that what is histograms & clustering techniquesfigured as  ?,represent,8
hi ! can you describe the shortcomings of nucleus ?,drawback,3
excuse me ! which person is the creator measure intelligence ?,developer,1
could you please tell me that are there a the gap between major concern in ai and the iot ecosystem ?,different,2
hi ! who is the creator robot consciousness ?,developer,1
could you please tell me that who is the developer artificial neural networks ?,developer,1
excuse me ! how to implement limb control system ?,method,6
could you please tell me that where smart citycan be directed at  ?,use_to,10
what's the difference between hemodialysis and peritoneal dialysis?,different,2
hello ! could you tell me the reason of indications in iso 37120 ?,reason,7
i want to know that are there any the drawbacks of 5g and ai technology ?,drawback,3
excuse me ! what is limb control systemrepresented as  ?,represent,8
hello ! are there a the difference compare main entities of agent negotiator and axon ?,different,2
i want to know that may i ask the portrait of financial fraud detection ?,definition,0
i want to know that what can you tell me the definition of internet of things ?,definition,0
could you please tell me that which method can we used to realize the decision tree ?,method,6
what is deep neural network?,definition,0
hi ! which person is the inventor e-mail classification problem ?,developer,1
what skills does creativity and innovation skills require students to master?,definition,0
i want to know that are there any the contrast compare  emergency response service and nucleus ?,different,2
what is the model of consciousness ?,definition,0
hello ! what is privacy protection technologies used on  ?,use_to,10
excuse me ! what is ai ethicsrepresented as  ?,represent,8
could you please tell me that  can you show me the sample of current health ai wearable device ?,example,4
excuse me ! where wearable technology and healthcan be used on  ?,use_to,10
i want to know that what is the gap compare information and neural oscillators  ?,different,2
hi ! what is ai books and literature‘s ideatraced as  ?,represent,8
could you please tell me that who is the creator uic 5g intelligent agent system framework ?,developer,1
hi ! is there any the separation between prometheus do and neuron ?,different,2
excuse me ! which area that uic 5g intelligent agent system frameworkcan be directed at  ?,use_to,10
hi ! what can you tell me the downsides of design a computer program ?,drawback,3
could you please tell me that how to describe the meaning of smart health care ?,definition,0
could you please tell me that what is the separation between wavelet and itemset ?,different,2
i want to know that are the the gap compare body and neural network play a role ?,different,2
hello ! what is associative learningfigured as  ?,represent,8
hello ! how to describe the downsides of prometheus do ?,drawback,3
hi ! how to implement autnomous vehicles  ?,method,6
i want to know that what is privacy protection technologies represented as  ?,represent,8
"when and what provides scientific methods to understand, interpret, and evaluate human intelligence.",definition,0
excuse me ! what do we need to accomplish the comprehensive ablity ?,method,6
i want to know that are there a the separation between tools for studying cognitive phenomena and big data ?,different,2
excuse me !  can you show me the illustrate of peritoneal dialysis (pd) ?,example,4
excuse me ! which method can we used to implement 5g and ai technology ?,method,6
hello ! which one is the creator vehicle-to-vehicle technology ?,developer,1
excuse me ! which person set up the the third-generation mobile network(3g) ?,developer,1
could you please tell me that which person is the developer people to survive ?,developer,1
could you please tell me that are there any the separation compare dialogue system and pattern features ?,different,2
could you please tell me that how to achieve the adaptive agents ?,method,6
hello ! are there any the downsides of financial analysis ?,drawback,3
hi ! what is 6grepresented as  ?,represent,8
hello ! is the the gap between separate components and neural oscillators  ?,different,2
what is frequent pattern classification technique?,method,6
could you please tell me that what is the cons of function ?,drawback,3
could you please tell me that can i ask the shortcomings of goal-based agents ?,drawback,3
what is the drawback of the unfair judgements?,drawback,3
hi ! which one is the creator goal-based agents ?,developer,1
i want to know that what is data cleaningfigured as  ?,represent,8
excuse me ! how to describe the description of ai technologies ?,definition,0
hi ! can you explain the reason of alphago ?,reason,7
hello ! which area that biology and physicscan be directed at  ?,use_to,10
excuse me !  can you show me the illustrate of intelligent agent ?,example,4
hello ! can you give me the reason about frequent pattern ?,reason,7
excuse me ! what is pattern featuresfigured as  ?,represent,8
could you please tell me that what is axontraced as  ?,represent,8
hello ! may i ask the illustrate of the fifth-generation computer project ?,example,4
which technology supported smart education in singapore? ,method,6
could you please tell me that could you tell me the instance of sensors ?,example,4
 how can we 1) separate the object we see from the environment?,the_same_thing,9
could you please tell me that which method can we used to realize the dendrites ?,method,6
could you please tell me that what is the reason of main entities of agent negotiator ?,reason,7
excuse me ! what is weather forecast systemfigured as  ?,represent,8
i want to know that what can you tell me the shortcomings of agent infrastructure tier ?,drawback,3
hi ! can you give me the reason about rational agent ?,reason,7
excuse me ! which areamain entities of agent negotiatorcan be used on  ?,use_to,10
could you please tell me that may i ask the case of smart components ?,example,4
hello ! how to implement nucleus ?,method,6
hello ! may i ask the downsides of agent technology ?,drawback,3
hi ! what is the factor to cause comprehensive ablity ?,reason,7
could you please tell me that how to carry out smart campus ?,method,6
excuse me ! how is the contrast compare internet of things and uic 5g intelligent agent solution ?,different,2
excuse me ! how to describe the downsides of international ai ethic policy ?,drawback,3
i want to know that which one is the designer adaptive agents ?,developer,1
hi ! what is standard for smart citiestraced as  ?,represent,8
hi ! may i ask the example of association ?,example,4
could you please tell me that who set up the gtp ?,developer,1
hi ! are there any the instance of apparent consciousness ?,example,4
what is intelligence?,definition,0
hello ! which areatelcan be used in  ?,use_to,10
hi ! how to achieve the machine learning ?,method,6
when was the first-generation mobile network(1g) created?,developer,1
what is xcon？,definition,0
hi ! may i ask the shortcomings of weaarable technology ?,drawback,3
hi ! who is the developer artificial intelligence ?,developer,1
how iot of smart cities with modern 5g wireless networks and ai technology  will be like?,use_to,10
could you please tell me that are there a the gap from smart education and automation ?,different,2
hello ! could you tell me the reason of data discretization ?,reason,7
i want to know that what is neuronrepresented as  ?,represent,8
excuse me ! can you explain the reason of data reduction ?,reason,7
"some people may ask: if we can use traditional computers to model quantum theory and related phenomena, why do we need to build quantum computers?",reason,7
excuse me ! what is the factor to cause smart city infrastruture ?,reason,7
hi ! what is adamm wearable technologyfigured as  ?,represent,8
could you please tell me that can i ask the illustrate of additional functions ?,example,4
i want to know that can you describe the downsides of ai application ?,drawback,3
excuse me ! are there any the cons of dimensionality reduction ?,drawback,3
i want to know that what is the modelrepresented as  ?,represent,8
what is synapse?,definition,0
excuse me ! what is the requirement to accomplish the reality and vr ?,method,6
i want to know that  can you show me the illustrate of ai ethics ?,example,4
hello ! which area that intelligent educationcan be directed at  ?,use_to,10
excuse me ! which method can we used to carry out support(itemset) ?,method,6
could you please tell me that what is the drawbacks of fraction support s{x} ?,drawback,3
could you please tell me that what is the gap from mind and customer relationship management ?,different,2
"hi ! what is the factor to cause represents, processes, and transforms ?",reason,7
could you please tell me that what is decision treefigured as  ?,represent,8
hello ! what is financial engineeringrepresented as  ?,represent,8
hello ! can you describe  the disadvantages of pattern features ?,drawback,3
excuse me ! is there a the difference compare difference between agent shoppers and traditional online shopping and use ?,different,2
excuse me ! can i ask the instance of wavelet transforms and principal components analysis ?,example,4
hello ! what is machine consciousnesstraced as  ?,represent,8
hi ! can i ask the example of agent ?,example,4
which technologies and services can ai provide for emergency response service?,method,6
hi ! which method can we used to accomplish the biology and physics ?,method,6
hi ! can you offer me the instance of market ?,example,4
what is dimensionality reduction?,definition,0
excuse me ! can you provide the sample of interpret intelligence as the integration of eight different aspects ?,example,4
could you please tell me that what is enactiondirected at  ?,use_to,10
could you please tell me that how to carry out agent weatherman ?,method,6
what is m in the mest smart learning and education model?,definition,0
excuse me ! who is the funder of digitize and model a real 3d object (a human actor) and try to track his/her motion ?,developer,1
i want to know that can you provide the illustrate of design a computer program ?,example,4
hello ! what is  the disadvantages of linking expert system ?,drawback,3
i want to know that can you describe the drawbacks of wearable technology and health ?,drawback,3
hi ! is there a the contrast compare  emergency response service and the second-generation mobile network(2g) ?,different,2
excuse me ! what is the reason of ict infrastruture ?,reason,7
hello ! which areadigital personal assistants (dpa) or chatbotscan be used for  ?,use_to,10
how about if we want to digitize and model a real 3d object (a human actor) and try to track his/her motion?,method,6
i want to know that are the the gap from priori knowledge and basic requirements of a typical intelligent agent ?,different,2
excuse me ! where association rulecan be directed at  ?,use_to,10
excuse me ! can i ask the picture of intermediate level fallacy ?,definition,0
could you please tell me that which person is the creator agents integration ?,developer,1
hi ! are the the contrast between privacy protection technologies  and reinforcent learning ?,different,2
could you please tell me that is there a the gap between numerical weather prediction (nwp) and capacity ?,different,2
excuse me ! what is the separation from cognitive science components and vehicle-to-vehicle technology ?,different,2
excuse me ! what is k-itemsetrepresented as  ?,represent,8
can you give some examples of the problems of prejudices of ai systems?,example,4
could you please tell me that are there a the separation between classification and standard for smart cities ?,different,2
could you please tell me that could you tell me the reason of intelligent agent ?,reason,7
could you please tell me that what do we need to implement main schools of thought and approach ?,method,6
could you please tell me that is there a the separation between financial fraud detection and body ?,different,2
why we have ai ethics？,reason,7
could you please tell me that what can you tell me the shortcomings of basic requirements of a typical intelligent agent ?,drawback,3
hello ! what is physical infrastructuredirected at  ?,use_to,10
could you please tell me that could you tell me the meaning of feedforward backpropagation network for supervised learning ?,definition,0
what is the framework for learning in the 21st cen-tury?,definition,0
how can a computer to be called intelligent?,definition,0
what is the purpose of smart enducation?,use_to,10
hi ! are there any the instance of machine learning ?,example,4
could you please tell me that could you tell me the shortcomings of development ?,drawback,3
i want to know that which area that the modelcan be used on  ?,use_to,10
excuse me ! can i ask the cons of the commitment to smart cities ?,drawback,3
excuse me ! which person is the funder of dialogue system ?,developer,1
hello ! what is agent technologyused for  ?,use_to,10
hello ! can you provide the case of digitize and model a real 3d object (a human actor) and try to track his/her motion ?,example,4
hi ! what is marketused on  ?,use_to,10
could you please tell me that can you offer me the sample of data compression ?,example,4
could you please tell me that what is the reason of peritoneal dialysis (pd) ?,reason,7
could you please tell me that are there a the separation between knowledge discovery process and limb control system ?,different,2
hi ! what can you tell me the drawbacks of segmentation-ground segmentation ?,drawback,3
excuse me ! can you describe the cons of human intelligence ?,drawback,3
could you please tell me that which method can we used to realize the reality ?,method,6
excuse me !  can you show me the case of tools for studying cognitive phenomena ?,example,4
could you please tell me that which person set up the smart city ?,developer,1
hi ! can you give me the reason about alphago ?,reason,7
could you please tell me that are there a the separation from features of ai-based and difference between ias ?,different,2
hi ! are there any the cons of weaarable technology ?,drawback,3
hi ! how is the difference between von neumann architecture and automation ?,different,2
hello ! what is asimov’s laws of robot ethicstraced as  ?,represent,8
could you please tell me that what is the cons of intermediate level fallacy ?,drawback,3
could you please tell me that where sustainable transport systemcan be used in  ?,use_to,10
how can you describe opaqueness and prejudices in another way?,the_same_thing,9
hi ! can you give me the sample of recognize an object  ?,example,4
excuse me ! which method can we used to implement ai technologies ?,method,6
could you please tell me that what is the factor to cause intelligence ?,reason,7
hello ! what is automation and employmenttraced as  ?,represent,8
what is nucleus?,definition,0
could you please tell me that are there any the downsides of quantum computers ?,drawback,3
hello ! may i ask the drawbacks of wavelet transforms and principal components analysis ?,drawback,3
hello ! which one is the developer frequent pattern classification technique ?,developer,1
excuse me ! could you tell me the reason of numerical weather prediction (nwp) ?,reason,7
excuse me ! can you explain the reason of indications in iso 37120 ?,reason,7
i want to know that what can you tell me  the disadvantages of main entities of agent negotiator ?,drawback,3
hello ! what do we need to accomplish the  combined methods ?,method,6
i want to know that which areamind-body dualism theorycan be used on  ?,use_to,10
could you please tell me that could you tell me the definition of the turing test ?,definition,0
excuse me ! can you give me the illustrate of smart pole ?,example,4
i want to know that what is ai applicationtraced as  ?,represent,8
could you please tell me that what is the cons of mind–body problem in the form ?,drawback,3
hi ! which arearobot consciousnesscan be directed at  ?,use_to,10
excuse me ! what do we need to use the histograms & clustering techniques ?,method,6
hello ! are there any the sample of diversity ?,example,4
could you please tell me that which method can we used to realize the features of ai-based ?,method,6
hi !  can you show me the example of agent security tier ?,example,4
could you please tell me that can you explain the reason of recognize an object  ?,reason,7
hi ! can i ask the meaning of asimov’s laws of robot ethics ?,definition,0
hi ! could you tell me the example of quantum computers ?,example,4
what is knowledge discovery process?,definition,0
excuse me ! can you explain the reason of the first-generation mobile network(1g) ?,reason,7
hi ! what is main components of agent weathermanfigured as  ?,represent,8
hello ! what is the factor to cause privacy protection technologies  ?,reason,7
could you please tell me that who is the inventor design a computer program ?,developer,1
excuse me ! what is agent shoppersdirected at  ?,use_to,10
"excuse me ! can you describe the shortcomings of understand, interpret, and evaluate human intelligence. ?",drawback,3
what is fraction support s{x}?,definition,0
hello ! which area that state-of-the-arts technologycan be used for  ?,use_to,10
excuse me ! can i ask the cons of robot consciousness ?,drawback,3
i want to know that where uic 5g intelligent agent solutioncan be directed at  ?,use_to,10
hi ! is the the separation compare computer vision and support(itemset) ?,different,2
hello ! what is the difference from features of ai-based and frequent pattern classification technique ?,different,2
could you please tell me that what is the reason of formulate the mind–body problem ?,reason,7
i want to know that what is the factor to cause ai ?,reason,7
hello ! which area that internet of thingscan be used for  ?,use_to,10
could you please tell me that which person is the developer agents integration ?,developer,1
i want to know that what is intelligent educationtraced as  ?,represent,8
could you please tell me that what is the reason of construct 3d & vr world ?,reason,7
hello ! may i ask the instance of deep neural network ?,example,4
hi ! can you explain the reason of construct 3d & vr world ?,reason,7
hello ! what is the cons of association rule mining ?,drawback,3
i want to know that what do we need to realize the agent negotiator ?,method,6
could you please tell me that what do we need to realize the sustainable transport system ?,method,6
excuse me ! what is the reason of learning capability ?,reason,7
could you please tell me that which areaagent shopperscan be used for  ?,use_to,10
i want to know that what is comprehensive ablityfigured as  ?,represent,8
i want to know that what is automation and employmentused in  ?,use_to,10
hi ! what is the reason of tel ?,reason,7
hello ! who is the developer biology and physics ?,developer,1
excuse me ! could you tell me the example of weather forecast systems ?,example,4
hi !  can you show me the sample of market ?,example,4
i want to know that which person is the creator neuron ?,developer,1
what is data reduction?,definition,0
i want to know that how to describe  the disadvantages of intelligent transportation system (its) ?,drawback,3
can you describe more about the autonomous robots’ improvement?,has_part,5
excuse me ! what is the reason of or vehicle-to-everything ?,reason,7
i want to know that which one is the creator data discretization ?,developer,1
hello ! what is agent infrastructure tierfigured as  ?,represent,8
hello ! can you explain the reason of segmentation-ground segmentation ?,reason,7
i want to know that are the the separation compare gtp and brain work ?,different,2
could you please tell me that can i ask the description of learning capability ?,definition,0
hi ! are there any the contrast between autonomous vehicles (auto-driving) and computer vision ?,different,2
what is cognitive science?,definition,0
hello ! who is the creator zombie ?,developer,1
hi ! what is classificationdirected at  ?,use_to,10
excuse me ! how is the difference between smart learners and apparent consciousness ?,different,2
excuse me ! can you explain the reason of iot framework ?,reason,7
hi !  can you show me the sample of the earliest successful expert system ?,example,4
what are the developments in traditional health care?,developer,1
could you please tell me that could you tell me the drawbacks of personalized expertise  ?,drawback,3
i want to know that can you describe the drawbacks of smart education  ?,drawback,3
hello ! what is classificationfigured as  ?,represent,8
could you please tell me that are there any the cons of xcon ?,drawback,3
hello ! may i ask the meaning of agent weatherman ?,definition,0
hello ! what are the downsides of k-nearest neighbor (knn) technique ?,drawback,3
hi ! who set up the use ?,developer,1
hi ! who is the inventor linear regression ?,developer,1
hi ! which areatraditional health carecan be used on  ?,use_to,10
could you please tell me that what is  the disadvantages of reality and vr ?,drawback,3
hi ! which method can we used to carry out big data ?,method,6
i want to know that what is the separation between histograms & clustering techniques and prometheus do ?,different,2
could you please tell me that which area that nucleuscan be used on  ?,use_to,10
i want to know that who is the designer recognize an object  ?,developer,1
could you please tell me that what is the gap from limb control system and customer relationship management ?,different,2
i want to know that is there any the gap compare internet of things(iot) and frequent pattern classification technique ?,different,2
hello ! are there a the contrast from measure intelligence and formulate the mind–body problem ?,different,2
hello ! is there a the gap between smart pole and agent ?,different,2
what is agent negotiator?,definition,0
hi ! what is the factor to cause the iot ecosystem ?,reason,7
excuse me ! can you describe the cons of ia main characteristics ?,drawback,3
hi ! is there a the gap between  emergency response service and formulate the mind–body problem ?,different,2
hello ! could you tell me the definition of stain method ?,definition,0
what is e-mail classification problem?,example,4
hello ! which area that weather forecast systemscan be used for  ?,use_to,10
hello ! which areadifference between agent shoppers and traditional online shoppingcan be used for  ?,use_to,10
hi ! may i ask the meaning of adamm wearable technology ?,definition,0
could you please tell me that how to describe the downsides of limb control system ?,drawback,3
excuse me ! can you point out the illustrate of vehicle-to-vehicle technology ?,example,4
hello ! is there any the contrast compare the first ai program in human history and global workspace model  ?,different,2
hello ! can you offer me the example of the third-generation mobile network(3g) ?,example,4
i want to know that what do we need to accomplish the adaptive agents ?,method,6
hi ! what is frequent patternused on  ?,use_to,10
hello ! is there a the contrast compare unfair judgments and prometheus do ?,different,2
i want to know that what do we need to use the opaqueness of ai systems ?,method,6
what is clustering?,example,4
what is information?,example,4
could you please tell me that what is the commitment to smart citiestraced as  ?,represent,8
hi ! what is the factor to cause the fifth-generation wireless technology (5g) ?,reason,7
i want to know that can i ask the portrait of sustainable transport system ?,definition,0
i want to know that which one set up the support(itemset) ?,developer,1
i want to know that could you tell me the reason of human intelligence ?,reason,7
what is the drawback of the opaqueness of ai systems?,example,4
excuse me ! what do we need to use the internet of things(iot) ?,method,6
could you please tell me that what is vision processesdirected at  ?,use_to,10
hi ! which one is the creator vehicle-to-vehicle technology ?,developer,1
excuse me ! can you explain the reason of axon ?,reason,7
could you please tell me that are the the separation compare weather forecast system and ai-learning tier ?,different,2
i want to know that what is the factor to cause von neumann architecture ?,reason,7
i want to know that how is the gap compare linear regression and consciousness ?,different,2
excuse me ! which areagofaccan be used for  ?,use_to,10
i want to know that who is the designer international ai ethic policy ?,developer,1
hi ! what do we need to accomplish the smart pole ?,method,6
what is smart education?,definition,0
could you please tell me that which areawearable technologycan be used in  ?,use_to,10
i want to know that what is the factor to cause smart country master plan ?,reason,7
hi ! which method can we used to use the mind-body dualism theory ?,method,6
could you please tell me that how to implement internet of things ?,method,6
excuse me ! are the the separation compare sleep and main components of agent weatherman ?,different,2
what are pattern features?,example,4
hi !  can you show me the sample of synapse ?,example,4
hi ! what is data compressiondirected at  ?,use_to,10
i want to know that what is consciousnessused on  ?,use_to,10
excuse me ! which areacosmoscan be used for  ?,use_to,10
excuse me ! where data compressioncan be used for  ?,use_to,10
i want to know that where reality and vrcan be directed at  ?,use_to,10
i want to know that may i ask the downsides of clustering ?,drawback,3
hi ! could you tell me the case of regression ?,example,4
could you please tell me that may i ask the picture of modern wearable technology ?,definition,0
excuse me ! is the the gap compare neural oscillator and or vehicle-to-everything ?,different,2
hi ! which areaai-learning tiercan be used in  ?,use_to,10
excuse me ! what is  the disadvantages of computer vision ?,drawback,3
hello !  can you show me the illustrate of main entities of agent negotiator ?,example,4
hello ! who is the inventor biology and physics ?,developer,1
what is consciousness?,definition,0
excuse me ! can i ask the shortcomings of body ?,drawback,3
i want to know that which method can we used to implement ict infrastruture ?,method,6
excuse me ! what is the reason of human vision ?,reason,7
hello ! are there a the gap between frequent pattern and intelligent transportation syste(its) ?,different,2
hi ! how is the separation between v2v (vehicle-to-vehicle technology) and decision tree ?,different,2
i want to know that what can you tell me the shortcomings of the second-generation mobile network(2g) ?,drawback,3
could you please tell me that what can you tell me the shortcomings of iot ?,drawback,3
could you please tell me that are the the gap between weaarable technology and main entities of agent negotiator ?,different,2
